"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","场景分类","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例","执行方式","合入阶段","执行人","责任人","自动化-是否已实现"
"1652889","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题背景色控件功能","","1. 打开终端，进入自定义主题对话框，检查背景色控件默认颜色显示
2. 点击背景色控件
3. 取色板中选择某一个颜色，点击“确定” 按钮
4. 点击自定义主题界面“确定” 按钮
5. 点击自定义主题界面“取消”按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 默认“黑色” （0x252525）
2. 弹出取色板
3. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果背景景色颜色显示与选择的一致
4. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
5. 取消本次自定义主题更改，自定义主题弹出框关闭，取消本次操作","1. 
2. 
3. 
4. 
5.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","7","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652887","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题提示符PS1控件功能","","1. 打开终端，进入自定义主题对话框，检查提示符PS1控件默认颜色显示
2. 点击提示符PS1控件
3. 取色板中选择某一个颜色，点击“确定” 按钮
4. 点击自定义主题界面“确定” 按钮
5. 点击自定义主题界面“取消”按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. “土黄色” （0x859900）
2. 弹出取色板
3. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果提示符PS1颜色显示与选择的一致
4. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
5. 取消本次自定义主题更改，自定义主题弹出框关闭，取消本次操作","1. 
2. 
3. 
4. 
5.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","7","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652885","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题提示符PS2控件功能","","1. 打开终端，进入自定义主题对话框，检查提示符PS2控件默认颜色显示
2. 点击提示符PS2控件
3. 取色板中选择某一个颜色，点击“确定” 按钮
4. 点击自定义主题界面“确定” 按钮
5. 点击自定义主题界面“取消”按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. “蓝色” （0x3465A4）
2. 弹出取色板
3. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果提示符PS1颜色显示与选择的一致
4. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
5. 取消本次自定义主题更改，自定义主题弹出框关闭，取消本次操作","1. 
2. 
3. 
4. 
5.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","6","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652883","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题中前景色、背景色、提示符PS1、提示符PS2组合设置功能","","1. 打开终端，进入自定义对话框，点击前景色控件
2. 点击取消按钮
3. 再次点击前景色控件，在取色板中选择任意颜色，点击“确定”按钮
4. 点击背景色控件，在取色板中选择任意颜色，点击“确定”按钮
5. 点击提示符PS1控件，在取色板中选择任意颜色，点击“确定”按钮
6. 点击提示符PS2控件，在取色板中选择任意颜色，点击“确定”按钮
7. 点击自定义主题界面“确定” 按钮
8. 点击自定义主题界面“取消”按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 弹出取色板
2. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果前景色颜色未改变
3. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果前景色颜色显示与选择的一致
4. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果背景色颜色显示与选择的一致
5. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果提示符PS1颜色显示与选择的一致
6. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果提示符PS2颜色显示与选择的一致
7. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
8. 取消本次自定义主题更改，自定义主题弹出框关闭，取消本次操作","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","1040三期需求","1","功能测试","","功能测试阶段","正常","0","10","8","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","1","","","","游伟","","是",""
"1652881","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","设置自定义主题后做新建窗口、新建标签页、分屏操作","","1. 打开终端，进入自定义对话框，分别点击前景色、背景色、提示符PS1、提示符PS2取色控件
2. 分别在取色板中选择任意颜色，点击“确定”按钮
3. 点击自定义主题界面“确定” 按钮
4. 点击标签栏“+”按钮新建一个标签页
5. 右上角主菜单点击新建窗口
6. 在新的窗口中右键菜单做横向分屏纵向分屏操作
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 弹出取色板
2. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果前景色、背景色、提示符PS1、提示符PS2颜色显示与选择的一致
3. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
4. 新的标签页中前景色、背景色、提示符PS1、提示符PS2显示与自定义中设置的一致
5. 新打开的窗口中前景色、背景色、提示符PS1、提示符PS2显示与自定义中设置的一致
6. 分屏的窗口中前景色、背景色、提示符PS1、提示符PS2显示与自定义中设置的一致","1. 
2. 
3. 
4. 
5. 
6.","1040三期需求","2","功能测试","","功能测试阶段","正常","1","7","6","通过","熊能","2024-07-19","陈依","2026-03-02","1","","","","游伟","","",""
"1652877","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/超链接(#116163)","","鼠标放置超链接处显示以及跳转","","1. 打开终端，输入一个带有网址的命令，比如：ping www.baidu.com，鼠标放置超链接处
2. 键盘按下ctrl键
3. 终端中直接输入一个网址，如：www.baidu.com按回车键
4. 鼠标放置未找到命令前方的超链接处
5. 键盘按下ctrl键
注意点：鼠标移至超链接文本上时，用户按下ctrl键时可能在进行其他操作（比如快捷键操作），此处保持了与konsole一致属于正常现象，即只要ctrl键被按下光标就变成手指形状。","1. 鼠标形状变成I形状
2. 鼠标光标变为手指形状，同时点击鼠标左键可直接打开超链接网址
3. 提示bash: www.baidu.com: 未找到命令
4. 鼠标形状变成I形状
5. 鼠标光标变为手指形状，同时点击鼠标左键可直接打开超链接网址","1. 
2. 
3. 
4. 
5.","1040四期需求","2","功能测试","","功能测试阶段","正常","0","4","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652875","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自动换行(#116165)","","终端界面内容自动换行显示","默认窗口下进入终端","1. 进入终端，在终端中输入一些内容，如执行命令ss
2. 右上角做最大化操作
3. 拖动窗口进行放大/缩小","1. 终端界面显示返回内容
2. 终端内容自动换行显示
3. 终端内容自动换行显示","1. 
2. 
3.","1040、门禁","2","功能测试","","
功能测试阶段","正常","0","4","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652841","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/105X/翻译(#116175)","","多语言界面翻译","","1. 检查中文、英文、繁体、正体、维语、藏语语言系统下，终端各个界面翻译是否正常","1. 翻译显示正常","1.","104x","3","功能测试","","功能测试阶段","正常","2","5","1","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1652833","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/设置/高级设置/shell(#116161)","","默认shell下拉列表显示","","1. 打开终端，进入设置，高级设置下
2. 点击shell配置选项
3. 终端中输入cat /etc/shells查看文件中shell程序
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. shell下有“shell配置”
2. 列表展开，获取当前系统安装的shell程序种类，默认shell选项$SHELL
3. 显示与shell配置下拉列表一致
备注：下拉列表的内容只显示Shell名称(不带路径）。例如：/bin/bash显示bash","1. 
2. 
3.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652831","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/设置/高级设置/shell(#116161)","","切换下拉列表shell程序","","1. 打开终端，进入设置，高级设置下“默认shell”，点击默认shell选项
2. 下拉列表选择任意有效shell，如：dash
3. 点击标签栏“+”新建标签页
4. 右上角主菜单点击新建窗口
5. 在新建窗口中右键菜单做横向分屏、纵向分屏操作
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 下拉列表展开
2. 列表收起，默认shell显示dash
3. 标签页中使用新的dash程序
4. 窗口使用新的dash程序
5. 分屏窗口中使用新的dash程序","1. 
2. 
3. 
4. 
5.","1040三期需求","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","3","5","通过","熊能","2024-07-19","Bot-Helper","2026-05-28","1","","","","游伟","","是",""
"1652807","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/设置/高级设置/shell(#116161)","","切换shell后终端中基本功能操作","","1. 打开终端，进入设置高级设置默认shell下，切换默认shell程序，如：rbash
2. 在终端中做新建标签页；新建窗口；修改编码；连接远程管理；执行自定义命令；远程管理和自定义命令进行增加、编辑、删除操作等
Notes:测试时一并测试触摸屏、触控板、键盘交互；dash，sh，bash需要覆盖到","1. 当前默认程序为rbash
2. 操作的功能正常，无异常","1. 
2.","1040三期需求","1","功能测试","","功能测试阶段","正常","0","2","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652793","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端(#110625)","","【日志适配规范】终端日志配置文件查看","","1. 终端执行命令：
cat /usr/share/deepin-log-viewer/deepin-log.conf.d/deepin-terminal.json","1. 存在数据迁移工具日志配置文件，内容为json日志配置文件，包含“name”、“exec”、“logType”、“logPath”、“visible”、“version”，其中logType默认为“journal”，visible默认为“1”","1.","日志收集工具，SR-00245，SR-00381、门禁","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","2","1","通过","熊能","2024-07-19","胡诗敏","2024-08-27","1","","","","游伟","","",""
"1652791","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端(#110625)","","【日志适配规范】日志收集工具查看终端应用日志","1、配置文件：/usr/share/deepin-log-viewer/deepin-log.conf.d/deepin-terminal.json，默认状态，未被修改过","1. 点击【日志收集工具】左侧导航栏【应用日志】
2. 点击【应用列表】，依次选择、“终端“
3. 进行【级别】切换","1. 进入【应用日志】界面
2. 选择成功
3. 存在对应级别的日志信息","1. 
2. 
3.","日志收集工具，SR-00245，SR-00380","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","2","3","通过","熊能","2024-07-19","胡诗敏","2024-08-27","1","","","","游伟","","",""
